inchikey,split
KGXPCXWPSGPYLH-UHFFFAOYSA-N,train
KGXQLGRCQSUQHW-ONEGZZNKSA-N,train
KGYCBUAMHQDXDP-UHFFFAOYSA-N,val
KGYDMLAVYYPELU-UHFFFAOYSA-N,train
KGYLHBNHGJLHPU-UHFFFAOYSA-N,test
KGYQUWCKSKWSRF-CYBMUJFWSA-N,train
KGZAVBXWUBVOQO-UHFFFAOYSA-N,train
KGZLHIUAOKRDKJ-UHFFFAOYSA-N,train
KGZXVJFWNYBRFY-UHFFFAOYSA-N,train
KHAIGKZESPRVDY-UHFFFAOYSA-N,train
KHAUXAKKVSWVTD-IQGLISFBSA-N,train
KHBQJLSKDKJNEA-OAHLLOKOSA-N,train
KHBUKOVUBUJCGM-UHFFFAOYSA-N,train
KHDCGMWSBNKZBB-UHFFFAOYSA-N,val
KHDHEQKHCSNVQE-XMMPIXPASA-N,train
KHDOKCLXCQAKEX-MAUKXSAKSA-N,train
KHEXPUZMPCBDCB-UHFFFAOYSA-N,train
KHFJXOZWOWAKAW-UHFFFAOYSA-N,val
KHFMDVNAASXQQK-UHFFFAOYSA-N,train
KHFPHQJDPNKPJV-OBKDMQGPSA-N,train
KHFRVSBPNUGGOX-UHFFFAOYSA-N,val
KHFZBZKIEYHQSB-UHFFFAOYSA-N,train
KHGDWAXLKTXTMG-DIOULYMOSA-N,train
KHGHHWIALVSRIF-UHFFFAOYSA-N,train
KHGJAKBDYWCOCC-UHFFFAOYSA-N,train
KHGUQPLKKHPRRI-UHFFFAOYSA-N,train
KHIGYHIMVWQYPO-UHFFFAOYSA-N,train
KHIJZOQIPUVEBP-UHFFFAOYSA-N,val
KHIUUVSTTUGPRZ-CUNXSJBXSA-N,train
KHIWOMDXHUBTSJ-XJDOXCRVSA-N,train
KHJCRDAQJTVGIC-UHFFFAOYSA-N,val
KHJGKHYVRFFVGL-GASCZTMLSA-N,train
KHJJULVPJORRKS-YTTGMZPUSA-N,train
KHJKTXKHUACAIJ-UHFFFAOYSA-N,train
KHKKHXIFTCUDNT-UHFFFAOYSA-N,train
KHKLNHSDQIKVSU-UHFFFAOYSA-N,train
KHKSUZDXMGTFMI-YSPPHNQVSA-N,val
KHLFEDBCFCMGBK-UHFFFAOYSA-N,train
KHLGLAZJVORACT-UHFFFAOYSA-N,test
KHLKCNXWKPQJLX-UHFFFAOYSA-N,train
KHLOLWFTVYQPED-MRXNPFEDSA-N,train
KHLRFZQUNCNALJ-UHFFFAOYSA-N,test
KHLSAEXBMBBGNT-LBPRGKRZSA-N,train
KHLZKVIAHHGGSH-UHFFFAOYSA-N,val
KHMFSOLNZRDVII-UHFFFAOYSA-N,train
KHMGHCIGLDWGQP-UHFFFAOYSA-N,train
KHMXQKACLGIYMG-MTCRFPMVSA-N,train
KHNMKPXPIOAOHB-UHFFFAOYSA-N,train
KHNRAYBLMYKIRA-UHFFFAOYSA-N,train
KHNRORJMYRKXQJ-MHZLTWQESA-N,train
KHNRZAQPIHXOTE-CQSZACIVSA-N,val
KHNVQJDWUHRVDK-UHFFFAOYSA-N,train
KHNYULBQTPNFTQ-UHFFFAOYSA-N,train
KHOCZGQEVMEBSV-UHFFFAOYSA-N,train
KHOPHRHAXOWMRK-UHFFFAOYSA-N,train
KHORMSFWFAFWPW-UHFFFAOYSA-N,train
KHOVFNRAIYTEPO-UHFFFAOYSA-N,train
KHOYQSYTAMJNTQ-UHFFFAOYSA-N,train
KHPGADABEDKFQQ-UHFFFAOYSA-N,train
KHPIIHSTQOPLRB-IFMALSPDSA-N,train
KHPOIBBWMVNTMI-WFXMLNOXSA-N,train
KHPVXUFCSWBCER-UHFFFAOYSA-N,train
KHQGQEHXELFETD-UHFFFAOYSA-N,train
KHQJNNISNSNMII-UHFFFAOYSA-N,train
KHQLMFFPQINCMZ-UHFFFAOYSA-N,train
KHRCLUNNZRRZTF-UHFFFAOYSA-N,train
KHRCTIOCNKXXAP-QVDQXJPCSA-N,train
KHRNSXIHUJHLRG-NBHGPNQESA-N,train
KHRPCRNETLJSDS-INIZCTEOSA-N,train
KHRPCRNETLJSDS-MRXNPFEDSA-N,train
KHRSPHGMPQKXQG-UHFFFAOYSA-N,test
KHSJGHHCLKKKKU-ARLHGKGLSA-N,train
KHSJGHHCLKKKKU-KBPBESRZSA-N,train
KHSJGHHCLKKKKU-KZUDCZAMSA-N,train
KHSJGHHCLKKKKU-UONOGXRCSA-N,train
KHSMETCYLLJGJI-UHFFFAOYSA-N,train
KHSRJLWEMLJKCX-UHFFFAOYSA-N,train
KHSXMHYXEDTYDH-UHFFFAOYSA-N,train
KHSZTGIXNYRJRU-UHFFFAOYSA-N,train
KHTGTWNPDQEAJY-UMSFTDKQSA-N,train
KHTOSCLYTIUOSS-AZUAARDMSA-N,train
KHTOSCLYTIUOSS-UHFFFAOYSA-N,train
KHTVOKLHZZCRHX-UHFFFAOYSA-N,test
KHTVRVDYYAMNRK-UHFFFAOYSA-N,test
KHTYUEYHICYTDU-GMAHTHKFSA-N,train
KHUCLHFXODHNCM-UHFFFAOYSA-N,train
KHUQUWFRCNWUQH-WGSAOQKQSA-N,train
KHVCAPTWEKUUOB-UHFFFAOYSA-N,val
KHVDGZRHSTVJLQ-OAHLLOKOSA-N,train
KHVJOYLFSJCDBA-UHFFFAOYSA-N,val
KHVNXPIYGOSLLQ-UHFFFAOYSA-N,train
KHVUCJNBJOOTNT-UHFFFAOYSA-N,train
KHVUFWSEOLNUFN-IINYFYTJSA-N,train
KHVVJKLNKLQLJZ-UHFFFAOYSA-N,test
KHWGVPOXFZQODO-UHFFFAOYSA-N,train
KHXCKVMVESOBHB-ZDUSSCGKSA-N,train
KHXUDLHKQASZJR-UHFFFAOYSA-N,train
KHXVFMOMODNRAN-UHFFFAOYSA-N,train
KHYFCJWXLVZFLY-IUOOZAAYSA-N,train
KHYIJRUIJBGUBK-UHFFFAOYSA-N,train
KHYIKWFDQOJAGD-UHFFFAOYSA-N,train
KHYIWFZFHGUQTD-FQEVSTJZSA-N,train
KHYNXSBMNXFETH-UHFFFAOYSA-N,train
KHYQDCRSZOBGGT-UHFFFAOYSA-N,train
KHYXCTKKSFTXSV-UHFFFAOYSA-N,train
KHZMMMNYHGINGK-UHFFFAOYSA-N,test
KHZWCWOAQSMPGM-UHFFFAOYSA-N,train
KHZXHSDJSMNYBO-UHFFFAOYSA-N,train
KIAANALRJGLJFT-UHFFFAOYSA-N,train
KIAFKJGUUYXLFS-UHFFFAOYSA-N,train
KIALUZDOKLHLGO-UHFFFAOYSA-N,train
KIAUBZBIKKPZNR-ZWKOTPCHSA-N,train
KIAYYQXSCFRAQS-UHFFFAOYSA-N,val
KIBDJNDHJITXMI-UHFFFAOYSA-N,train
KIBHUVGIDZSKMM-IYRWYFENSA-N,train
KIBKMJXUMUVKHI-UHFFFAOYSA-N,train
KIBRFGHODPOHEM-MHZLTWQESA-N,train
KIBSDAKEXRNNSH-IERDGZPVSA-N,train
KIBYUDYZOOXCSS-UHFFFAOYSA-N,train
KICQFMWQIMWJTM-UHFFFAOYSA-N,train
KIDBCXKFCAFVPL-UONOGXRCSA-N,train
KIDLIVLNXRZSJP-BPARTEKVSA-N,val
KIDLIVLNXRZSJP-KNQAVFIVSA-N,test
KIDLMTBTXJXJRT-UHFFFAOYSA-N,test
KIDWAXFQMIFGTA-UHFFFAOYSA-N,train
KIDZNCKPIJZGHH-UHFFFAOYSA-N,train
KIECJKYGPLBSME-UHFFFAOYSA-N,val
KIEWLGRGIVAZSL-BMRADRMJSA-N,test
KIFVNEIUOPEMEX-UHFFFAOYSA-N,test
KIGHNTNKIXEASO-UHFFFAOYSA-N,train
KIGZAJJLVIEQKB-IZVVIHNJSA-N,train
KIHIMMDNUNDKTJ-UHFFFAOYSA-N,train
KIHKGIDJKYCFHB-GOSISDBHSA-N,train
KIHPPFYHJKKNQT-UHFFFAOYSA-N,val
KIHQVERTLRHJED-MSUUIHNZSA-N,train
KIHQVERTLRHJED-WUKNDPDISA-N,train
KIHSSNYGURIKFY-PMERELPUSA-N,train
KIHUMUPRLXSFIN-UHFFFAOYSA-N,train
KIIARJOCZNLEIZ-CMZRPVNOSA-N,train
KIIDDYRUSRTQAQ-UHFFFAOYSA-N,train
KIJIBWBXZSOASH-UHFFFAOYSA-N,train
KIJVLZLFJNILEW-UHFFFAOYSA-N,train
KIJZNASQHHBSGG-UHFFFAOYSA-N,train
KIJZQRPGXWEDEC-UHFFFAOYSA-N,train
KIKJUMRLUHKTCO-LBPRGKRZSA-N,train
KIKLQYAKWKYQOQ-GPUZWNNBSA-N,train
KIKLQYAKWKYQOQ-OEMMDMSWSA-N,train
KIKYDYDKITYLHU-FVRDMJKUSA-N,train
KILAESXRGZQREB-FNORWQNLSA-N,train
KILGJUZHPOSPFN-UHFFFAOYSA-N,train
KILSXJAEWHCKLW-UHFFFAOYSA-N,val
KILYODUCHZHNJW-UHFFFAOYSA-N,test
KIMANDLAEYFIHN-UHFFFAOYSA-N,train
KIMCCCOLDQMMTA-UHFFFAOYSA-N,train
KIMIFWRATWXZEO-RMKNXTFCSA-N,test
KIMNGVBWAHSQCA-UHFFFAOYSA-N,val
KIMRUTAJTDBFHO-UHFFFAOYSA-N,train
KINIHRBFPICAII-UHFFFAOYSA-N,train
KINJDOYURKOJNZ-UHFFFAOYSA-N,test
KINKUBRQQSHDKF-UHFFFAOYSA-N,test
KINMZXDLSABTCG-UHFFFAOYSA-N,train
KINTWXKYQAVVRH-UHFFFAOYSA-N,val
KIOTXDQBVLNGIE-FOCLMDBBSA-N,train
KIOVCLSDHDCZEJ-UHFFFAOYSA-N,train
KIPLUCTYVDTOEK-CYBMUJFWSA-N,train
KIPNKBSUTXPLGR-UHFFFAOYSA-N,train
KIPPYACIJFQVQP-UHFFFAOYSA-N,train
KIQCSORRMFIOHM-PKNBQFBNSA-N,test
KIQOQKNHDYBUDJ-UHFFFAOYSA-N,test
KIQXAHPTJTVGOA-LBPRGKRZSA-N,train
KIRCCODEAPBPMW-UHFFFAOYSA-N,train
KIRDSTWSOYAHOS-UHFFFAOYSA-N,val
KIRKSXHWZHQUBF-PGJPKGLCSA-N,val
KIRKSXHWZHQUBF-YJIPECKFSA-N,val
KIRQYDLDUZGZPQ-UHFFFAOYSA-N,test
KISPTSIXDBWEIX-UHFFFAOYSA-N,test
KISSVOWSNQEXSF-UHFFFAOYSA-N,train
KIUAMDPDOOLKMH-UHFFFAOYSA-N,train
KIUPVNMVKISNAG-DSBQABJBSA-N,train
KIUQGEQZQMVVEV-UHFFFAOYSA-N,val
KIVHIZZKZIPROE-UHFFFAOYSA-N,train
KIVNGPGQJSPRQE-UHFFFAOYSA-N,val
KIWCIUSCRQIWET-UHFFFAOYSA-N,train
KIWKXIDEBINNAK-UHFFFAOYSA-N,train
KIWLHMCENZSFQB-ZQGJOIPISA-N,train
KIWLNXLVLDAZRB-UHFFFAOYSA-N,train
KIWQPOXFRCDVFJ-UHFFFAOYSA-N,train
KIWRETAQONZWDX-UHFFFAOYSA-N,train
KIWWMQZDDHWGPB-UHFFFAOYSA-N,train
KIXBFSFRCBHKLN-MRXNPFEDSA-N,val
KIXJPVWFCZCXOL-UHFFFAOYSA-N,train
KIXNBKBVFSPHGP-QRHSGQBVSA-N,train
KIXNFVIBTBUZLQ-YTTGMZPUSA-N,val
KIYNHUKBQAQLPO-UHFFFAOYSA-N,train
KIYUPQJTKDFABM-UHFFFAOYSA-N,train
KIZCESWOQMCQAK-UHFFFAOYSA-N,train
KIZDOKWMTBVGAP-NRFANRHFSA-N,val
KIZUBVPJNPVIIN-UHFFFAOYSA-N,train
KJADTWFOIBCKRK-XIDOUCRZSA-N,train
KJADTWFOIBCKRK-ZUKKLESISA-N,train
KJAJDINGBBZCDE-UHFFFAOYSA-N,train
KJBBTZPIHNWETK-UHFFFAOYSA-N,test
KJBLGWPDCBJCOJ-UHFFFAOYSA-N,train
KJBNGJWFSNGUGW-UHFFFAOYSA-N,train
KJBQLZMMOXLQEQ-UHFFFAOYSA-N,train
KJBYOLPMFLIWTF-UHFFFAOYSA-N,val
KJBZQIKLKWQVLL-UHFFFAOYSA-N,train
KJCFRHMSJIYOPR-UHFFFAOYSA-N,train
KJCNNUJZULRUCH-UHFFFAOYSA-N,train
KJDFHCUXSFQUTK-UHFFFAOYSA-N,train
KJDKAFNLEFMVSD-GSPDCJABSA-N,val
KJDKBIYPTUYYHT-ZCNNSNEGSA-N,train
KJDTWMIQHFJHHO-UHFFFAOYSA-N,train
KJEDTVNHQZYWPE-OSKXVONFSA-N,train
KJEGCVJUDLSNRG-UHFFFAOYSA-N,train
KJEOOSAJFDVYPE-UHFFFAOYSA-N,train
KJEPUKDZBLUKNF-UHFFFAOYSA-N,test
KJFGCCBQFGTIJE-UHFFFAOYSA-N,train
KJFSEEWSSQIOAL-UHFFFAOYSA-N,train
KJGJMQKKHNFGET-NPMABZOXSA-N,train
KJGSQOUUXQLRMB-HOTGVXAUSA-N,train
KJGSSQSJEYSUAH-UHFFFAOYSA-N,train
KJGUOQMSLKZPAT-DQRCINHVSA-N,train
KJGVUIDYJFKRAS-UHFFFAOYSA-N,train
KJHIXFHBBTZCTR-UHFFFAOYSA-N,val
KJHWXHFTUNNKAD-DEOSSOPVSA-N,train
KJIQOAPOQQAKNT-UHFFFAOYSA-N,train
KJJLOWSUBHUIBW-KGLIPLIRSA-N,train
KJJLOWSUBHUIBW-ZIAGYGMSSA-N,val
KJKCOOWPRZTMQC-UHFFFAOYSA-N,test
KJKLECMEGZYQPC-AATRIKPKSA-N,test
KJKNMZOEJYGGEN-PKOBYXMFSA-N,train
KJKPJGXGFQYFKV-UHFFFAOYSA-N,train
KJKZKRTVALZNQW-BVSLBCMMSA-N,train
KJLBXUKNKUWCED-UHFFFAOYSA-N,train
KJLKCROBAWPDJK-UHFFFAOYSA-N,train
KJLQZKUKATZVAQ-UHFFFAOYSA-N,train
KJNGOTGGHJKMLA-UHFFFAOYSA-N,test
KJNHVJLVNQWDOB-UHFFFAOYSA-N,train
KJNOYLPRXXIEBI-XMMPIXPASA-N,train
KJOFXQKVGTXQTK-IYARVYRRSA-N,train
KJOFXQKVGTXQTK-UHFFFAOYSA-N,train
KJOGLHQXZFOMRY-UHFFFAOYSA-N,train
KJOROGDGEGQERG-YSHIBNCASA-N,train
KJPDQWIITYYRJG-UHFFFAOYSA-N,train
KJPHCDRIBYSNBO-UHFFFAOYSA-N,train
KJQHWCLBOHLQRT-UHFFFAOYSA-N,train
KJQHXWORGNPUIM-QGZVFWFLSA-N,train
KJQNVVRQSWUQHQ-XVNRFORQSA-N,test
KJRJFCYUWPYYSW-UHFFFAOYSA-N,val
KJRKWHJEHFSIPH-UHFFFAOYSA-N,test
KJRMGZKFHBXRRA-UHFFFAOYSA-N,test
KJRVCMVPIKELBC-LJQANCHMSA-N,test
KJRVCYQOURUJNS-JCGITXMQSA-N,train
KJSBVTTXMQLESA-OAHLLOKOSA-N,train
KJSHBUOTUBSIJB-UHFFFAOYSA-N,train
KJSLDZBXIZZBKK-UHFFFAOYSA-N,train
KJTCUAWNUJWJQJ-JOCHJYFZSA-N,train
KJTKUJOICDZXHT-BWVNHPGYSA-N,test
KJTMAJKIGNNYGI-DEOSSOPVSA-N,train
KJTNEZSZMBPREH-UHFFFAOYSA-N,train
KJUKPXSKIBFZAX-UHFFFAOYSA-N,train
KJUSPADQYSCMML-UHFFFAOYSA-N,val
KJVDTZKPWSENAO-UHFFFAOYSA-N,train
KJVVJNXHKRXUIN-UHFFFAOYSA-N,train
KJWCAGAIQICXKK-UHFFFAOYSA-N,train
KJWFTBOQRPCFQT-FQEVSTJZSA-N,train
KJWISZTXRAFJRG-UHFFFAOYSA-N,train
KJWQBYGNNGUYBM-UHFFFAOYSA-N,test
KJWZHCRQZUOQJR-UHFFFAOYSA-N,train
KJXVBDNOXKGFEH-SNVBAGLBSA-N,train
KJZIXZXYBFJCIE-OWWJJEGGSA-N,train
KJZRQUDVRXBXSS-UHFFFAOYSA-N,train
KJZWLNUAUHEQCJ-UHFFFAOYSA-N,test
KKAIOBSUMOSSIY-UHFFFAOYSA-N,train
KKAIVULOSFXKNT-UHFFFAOYSA-N,train
KKAOSLVZYZWJBY-ONEGZZNKSA-N,train
KKAZCEHVMNTCEU-SNAWJCMRSA-N,train
KKBLHBODYUDSMX-RUZDIDTESA-N,train
KKBRICYCNKVOBG-UHFFFAOYSA-N,test
KKBZBURZQLAHJE-UHFFFAOYSA-N,train
KKBZFKFELQABBZ-UHFFFAOYSA-N,train
KKCKVAFKRSKQRE-UHFFFAOYSA-N,train
KKDNAOYRUUWZDB-LHKMKVQPSA-N,train
KKEGQSSUXOGEAF-IBGZPJMESA-N,train
KKEGQSSUXOGEAF-LJQANCHMSA-N,train
KKEGQSSUXOGEAF-UHFFFAOYSA-N,train
KKEKAJKLZLESSB-UHFFFAOYSA-N,train
KKEMZVVBOHKNKJ-UHFFFAOYSA-N,train
KKFNHCJVSBHRAF-UHFFFAOYSA-N,train
KKFNVIJVTFXTHJ-GKOGFXNCSA-N,test
KKFPEFVOHABYDX-UHFFFAOYSA-N,train
KKGAZKMIKINFSK-UHFFFAOYSA-N,train
KKGNJYSVNBJVDD-UHFFFAOYSA-N,train
KKGWFGLSDOMJAN-UHFFFAOYSA-N,train
KKHDVTQDKZDTLG-UHFFFAOYSA-N,train
KKHPGFXTXRPZGB-NSHDSACASA-N,train
KKHTVOVHPASEPI-CJLVFECKSA-N,test
KKIBGZAKMLYCDQ-UHFFFAOYSA-N,train
KKISNJGIWVVAJH-VLRJHWBUSA-N,train
KKJCDJULBOTJNL-UHFFFAOYSA-N,train
KKJIMDAMMQSFSZ-OWOJBTEDSA-N,val
KKJKFIXAOCPHCK-NRFANRHFSA-N,train
KKJMQBKYGSOHGL-UHFFFAOYSA-N,test
KKJXPZQSJKBUSI-CQSZACIVSA-N,test
KKKIDDPSAYSHAZ-UHFFFAOYSA-N,train
KKKODFFFJFQMSI-UHFFFAOYSA-N,train
KKKSYRYFEOZRTA-XNIJJKJLSA-N,val
KKKVTQFKSDZRGJ-CRHQVGFKSA-N,train
KKKVTQFKSDZRGJ-VLMCNUBESA-N,train
KKKVUEKZGIPXTH-UHFFFAOYSA-N,train
KKLFLZHHIPZMHQ-UHFFFAOYSA-N,train
KKLYQWARYVDDRO-UHFFFAOYSA-N,train
KKMQAPFPCZZKBZ-CYBMUJFWSA-N,train
KKNDCKLMUSEQRE-UHFFFAOYSA-N,train
KKNWSYMXWYTRAN-UHFFFAOYSA-N,train
KKNXUMNCAJWDKL-UHFFFAOYSA-N,train
KKNZZTXSARZPFZ-QGZVFWFLSA-N,train
KKOAHOJCVVPWLC-UHFFFAOYSA-N,test
KKOCSXQQAZHQLI-UHFFFAOYSA-N,train
KKOFOOADVSUXAK-XJQHNOHDSA-N,train
KKOHBMTWLWZNIQ-UHFFFAOYSA-N,train
KKONFQGHFMWUNZ-UHFFFAOYSA-N,train
KKOOCJNBZXZVFR-UHFFFAOYSA-N,train
KKOOZXHGLNSYOQ-BGYRXZFFSA-N,train
KKOVIGNMWZIDFQ-UHFFFAOYSA-N,test
KKOWTUMDZXHYPC-UHFFFAOYSA-N,train
KKOZAGNUIJXNRZ-UHFFFAOYSA-N,train
KKPAKKOQIQMQRC-UHFFFAOYSA-N,train
KKPAMHAGPCJOBO-NRFANRHFSA-N,train
KKPAMHAGPCJOBO-OAQYLSRUSA-N,val
KKPLVYMQNDOYMQ-UHFFFAOYSA-N,train
KKPXMOIIKXJFCJ-UHFFFAOYSA-N,train
KKPYIJHVCRZNMX-UHFFFAOYSA-N,train
KKQBSEGENLKPKF-UHFFFAOYSA-N,train
KKQDGLFMSJXYAY-UHFFFAOYSA-N,train
KKQILZMBUFXGDU-ZEQRLZLVSA-N,train
KKQKIBTVXVMULD-HOTGVXAUSA-N,train
KKQQGIHUQYHYHE-UHFFFAOYSA-N,test
KKQVPFPECHQEJX-UHFFFAOYSA-N,train
KKQYUYRCPJXXPG-UHFFFAOYSA-N,train
KKQZQORNQXJZDZ-QHCPKHFHSA-N,train
KKQZXVHOWDIROP-UHFFFAOYSA-N,train
KKRLLOZYSOKOAF-ADAARDCZSA-N,train
KKROQQUFNCLGRA-LJQANCHMSA-N,train
KKRXWMLLDAIWCO-UHFFFAOYSA-N,test
KKRZCHGAVZFFJZ-LZCJLJQNSA-N,train
KKSPKLQCAGWNKZ-UHFFFAOYSA-N,test
KKTDBVXKCUWLIX-UHFFFAOYSA-N,train
KKTITOSWJRVWOF-ONEGZZNKSA-N,train
KKTJUQKLRKBMDI-UHFFFAOYSA-N,train
KKTNEVSIJGCPKF-UHFFFAOYSA-N,val
KKTSOFXCPJNABK-ROUUACIJSA-N,train
KKUPXJPQILWABM-ZDUSSCGKSA-N,train
KKVNBLMTQLDRSE-UHFFFAOYSA-N,train
KKVYYGGCHJGEFJ-UHFFFAOYSA-N,val
KKWBRQPIXLDPAR-UHFFFAOYSA-N,train
KKWIVMCCCHOXGV-UHFFFAOYSA-N,train
KKWJKBFSQUQIQJ-UHFFFAOYSA-N,train
KKWPMHXVKZSRAO-UHFFFAOYSA-N,val
KKWRSTHRHIRUOR-UHFFFAOYSA-N,train
KKWWZCBHIFWDNY-UHFFFAOYSA-N,train
KKXGQUOGYDUWOF-UHFFFAOYSA-N,train
KKXHOHZIJWZIMH-UHFFFAOYSA-N,train
KKXZMSWJJDMCHB-UHFFFAOYSA-N,train
KKYPRNBBPBRJQX-UHFFFAOYSA-N,train
KKYWVNPRFIJNKB-UHFFFAOYSA-N,train
KKZGFVAZUKHFAC-UHFFFAOYSA-N,train
KKZGYXXIYIKUJK-ZQRQZVKFSA-N,train
KKZXMAPICHTJLL-YEIOSFRWSA-N,train
KLAAIIPDIASOQN-UHFFFAOYSA-N,train
KLAOKWJLUQKWIF-UHFFFAOYSA-N,train
KLAOSGPASHHPBZ-BHWOMJMDSA-N,train
KLBJAPZDSPQSMT-UHFFFAOYSA-N,test
KLBORDPMVQMMRO-UHFFFAOYSA-N,train
KLBQEMTZKYSAER-UHFFFAOYSA-N,train
KLBQZWRITKRQQV-UHFFFAOYSA-N,train
KLBYVSOKDTXAPK-UHFFFAOYSA-N,val
KLBYXMGCSYXBAQ-UHFFFAOYSA-N,train
KLBYYHFELNMOIO-UHFFFAOYSA-N,test
KLCBZVBUOJRFKV-KESSSICBSA-N,train
KLCCTLLKMMFGQK-UHFFFAOYSA-N,train
KLCDUNQMSZJEDY-UHFFFAOYSA-N,train
KLCDWOVKIZMAPZ-UHFFFAOYSA-N,train
KLCMTXVLRHGAEO-UHFFFAOYSA-N,train
KLCOCJFZOOPOTI-UHFFFAOYSA-N,train
KLDMJDLANANFFR-UHFFFAOYSA-N,train
KLDWSPPOKXJTIT-UHFFFAOYSA-N,train
KLECJQJFEHFTKX-HXUWFJFHSA-N,val
KLELWYOISYBNBV-UHFFFAOYSA-N,train
KLEWHGJJTJIPNR-UHFFFAOYSA-N,train
KLFGEFWUMJCZNH-UHFFFAOYSA-N,val
KLFKNFRLZJDZER-UHFFFAOYSA-N,train
KLFRUTOTKKRLHR-UHFFFAOYSA-N,train
KLGDQUYPDOFJCW-UHFFFAOYSA-N,train
KLGKOFYRMVUFIH-UHFFFAOYSA-N,train
KLGKWPHPNYLNFS-UHFFFAOYSA-N,val
KLGPVKAUWJSGET-UHFFFAOYSA-N,train
KLGUVKIYAQVOJN-USLKBVJRSA-N,train
KLHGJLLNTSJYSP-UHFFFAOYSA-N,test
KLICMIWUQDOPGS-UHFFFAOYSA-N,train
KLITXUVWSOHBEM-OEPVSBQMSA-N,train
KLIZVPDYYLJXDY-UHFFFAOYSA-N,val
KLJDXFGQVZGHIH-UHFFFAOYSA-N,train
KLJHWMRQVFONEN-UHFFFAOYSA-N,train
KLJQKNGSXFSKIX-UHFFFAOYSA-N,train
KLJSOYITKAKIOU-CYBMUJFWSA-N,train
KLKHEERGMBJKHN-UHFFFAOYSA-N,train
KLKRXEIEAJFYAC-ONEGZZNKSA-N,train
KLKWJBKLYUCPDH-FQEVSTJZSA-N,test
KLLJKZAKUJQFQR-UHFFFAOYSA-N,train
KLLUAXNPIZSSBO-YHECAPGISA-N,train
KLMWNHGQBUQQJM-UHFFFAOYSA-N,train
KLMXOIOZHMEERQ-UHFFFAOYSA-N,train
KLMZZLVCEDUTEA-UHFFFAOYSA-N,train
KLNLRFCCWQKZJI-UHFFFAOYSA-N,val
KLNLTJFTGMITBV-UHFFFAOYSA-N,test
KLNPLIKINOXCQC-UHFFFAOYSA-N,train
KLNQHOMCWQMHMR-UHFFFAOYSA-N,test
KLNVGLIZGCKXCE-UHFFFAOYSA-N,train
KLNYLDYPZCWDDA-UHFFFAOYSA-N,train
KLOMJHRLJJRYDX-UHFFFAOYSA-N,train
KLPCBCDMRUJYFL-GGYWPGCISA-N,train
KLPCBCDMRUJYFL-OALUTQOASA-N,train
KLPFPTSVYVEKOL-UHFFFAOYSA-N,test
KLPGEXLWBNHHIB-UHFFFAOYSA-N,test
KLPMNZPPJMQLAY-SANMLTNESA-N,train
KLQDZSYTMPJBBU-DYESRHJHSA-N,train
KLQDZSYTMPJBBU-LFABVHOISA-N,val
KLQDZSYTMPJBBU-UTKZUKDTSA-N,test
KLQDZSYTMPJBBU-UWJYYQICSA-N,val
KLQFKOVDEHUNHU-UHFFFAOYSA-N,train
KLQFQJDEPBUNAK-SSDOTTSWSA-N,train
KLQFQJDEPBUNAK-ZETCQYMHSA-N,train
KLQJOMKIBCTFIK-UHFFFAOYSA-N,train
KLQJTRVIMNGXNY-UHFFFAOYSA-N,train
KLQKHAHWAORSAJ-UHFFFAOYSA-N,train
KLQQNDZPIWTDSO-UHFFFAOYSA-N,val
KLRATASOGXHMKV-UHFFFAOYSA-N,train
KLRDWNMMZDDJGS-UHFFFAOYSA-N,train
KLRMDPMJYLBCKY-IJXZTRCJSA-N,test
KLRNJAOXWTTZEV-UHFFFAOYSA-N,val
KLSFLISRKPNSSL-UHFFFAOYSA-N,train
KLSKTLMPLAHDLF-UHFFFAOYSA-N,train
KLTBLEIMRJDBBB-UITAMQMPSA-N,train
KLTMOUQCSMUREL-UHFFFAOYSA-N,train
KLTNJALIVRYAOC-MRXNPFEDSA-N,train
KLTQGAMYJOKNCI-UHFFFAOYSA-N,train
KLTSFNXPVWLHSI-OBGWFSINSA-N,test
KLTVYCHNHMTZNG-WGSAOQKQSA-N,train
KLUBODSSPYNARE-LBEPJEHYSA-N,train
KLUDUHJOAZPCNE-ZZXKWVIFSA-N,test
KLUHQYUTDOJTMN-DKKFBQAASA-N,train
KLUQJNMZPFJSGW-UHFFFAOYSA-N,train
KLUSNPWIWPSUHY-UHFFFAOYSA-N,val
KLUZJISAVWPGMS-UHFFFAOYSA-N,train
KLVMEQFTRMUXID-NRFANRHFSA-N,train
KLVMPCUMNMQJKW-HKBQPEDESA-N,val
KLVNBQMZYXNYNR-CQSZACIVSA-N,train
KLWCGZRXATXKMS-UHFFFAOYSA-N,train
KLWRCYQROACQNJ-UHFFFAOYSA-N,train
KLWXDJHZDQENNS-UHFFFAOYSA-N,train
KLXHHAKVXAIRBI-UHFFFAOYSA-N,train
KLXPAXJNZYLMSW-NTEUORMPSA-N,train
KLXWCPIRHYKNRS-VWLOTQADSA-N,val
KLYDITFOXCQQER-UHFFFAOYSA-N,train
KLYLLRQQDAMWTR-UHFFFAOYSA-N,train
KLZDAZKIRBISQK-UHFFFAOYSA-N,train
KLZGQNPTJAAVJS-IBVKSMDESA-N,train
KLZJZIQBYPVAEM-UHFFFAOYSA-N,train
KLZQFTUGBIHNEM-UHFFFAOYSA-N,train
KLZWBFTXUIUAEI-DEOSSOPVSA-N,test
