murcko_scaffold_mode,split_scaffold
O=C1OC[C@H](c2cscn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,train
c1ccc2c(NCCCNCC34CC5CC(CC(C5)C3)C4)ccnc2c1,train
O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)nc3c2C(=O)NCCO3)cc1)Nc1cccnc1,train
c1ccc(Sc2ccc3c(CCc4ccccn4)[nH]nc3c2)cc1,val
c1ccc(OCCCN2CCC(c3ccccc3)CC2)cc1,val
O=C(c1ccc(-c2ncncc2C#Cc2cccnc2)cc1)N1CCN(c2ccncc2)CC1,train
O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,val
O=C1COc2ccc(CCCCN3CCN(c4cccc5sccc45)CC3)cc2N1,train
c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3nccc(NCCN4CCNCC4)c23)cc1,test
O=c1cc(-c2ccn3c(-c4ccccc4)cnc3c2)ccn1CCCN1CCCCC1,train
O=c1ccc2ccc(OC/C=C/CNCC3CC3c3ccccc3)cc2[nH]1,train
O=C(c1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,test
O=S1(=O)CCC(Oc2ccc(-c3cccc(CNc4ccccc4)c3)cc2)CC1,train
c1ccc(Cc2nc3c(-c4ccc5nccn5c4)c(-c4ncco4)ncn3n2)nc1,train
O=C(NCc1cnn(-c2ccccc2)c1)c1cc(COc2cccnc2)on1,train
O=C1CN(C(=O)CCCc2ccccc2)CN1,val
O=C1C[C@H](c2ccccc2)CCN1CCc1ccncc1,train
O=C(NCC[C@@H]1C[C@@H]1CN1CCO[C@@H](c2cccnc2)C1)c1cc2ccccc2[nH]1,train
O=C(NCC[C@H]1C[C@@H]1CN1CCO[C@@H](c2cccnc2)C1)c1cc2ccccc2[nH]1,train
O=C(NCC[C@@H]1C[C@H]1CN1CCO[C@@H](c2cccnc2)C1)c1cc2ccccc2[nH]1,test
O=C(NCCC1CC1CN1CCO[C@@H](c2cccnc2)C1)c1cc2ccccc2[nH]1,train
c1ccc(CCCc2cn(-c3ccncc3)nn2)cc1,train
O=C(N[C@H]1CC[C@H](CCN2CCc3ccccc3CC2)CC1)c1cccc(-c2ncccn2)c1,val
c1ccc(-c2cccc3c(CN4CCN(c5ccccc5)CC4)cnn23)cc1,train
c1ccc(CN2C3CCC2CC(N=C2Nc4cccnc4Nc4ccccc42)C3)cc1,train
c1ccc([C@H]2OCNC[C@@H]2c2ccc3ccccc3c2)cc1,test
O=C(Cc1ncc(C(=O)Nc2ccncc2)cn1)c1ccccc1,val
O=S(=O)(Cc1ccccc1)c1cnc2ccccc2n1,train
c1cncc(Cc2nc3cnc(Nc4ccco4)nc3s2)c1,train
c1ccc(CSc2cc(SCc3ccccc3)ncn2)cc1,test
c1ccc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2CCN1CCCCC1,test
O=c1[nH]c(=O)c2ccc(-c3nc4ccccc4[nH]3)nc2[nH]1,test
c1ccc(C2CN(CCCCc3cn(CCCN4CCN(c5ccccc5)CC4)nn3)CCc3ccccc32)cc1,test
c1ccc(-c2ccc3c(N4CCOCC4)nc(N4C5CCC4COC5)nc3n2)cc1,train
O=C(NCCN1CCC(c2ccccn2)CC1)C1CC2CCC1O2,test
O=C(CCCc1ccccc1)N1CC[C@@H]2[C@@H](Cc3nncn32)C1,test
O=C(CCC1CCc2ccccc2O1)NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,train
c1ccc(-c2cccc(COc3ccc4c(c3)CCCC4)c2)cc1,train
c1ccc(Nc2ccnc(Nc3cccc(CCN4CCOCC4)c3)n2)cc1,test
C(#C[C@H]1[C@@H](c2ccccc2)C[C@@H]2CC[C@H]1N2)c1ccccc1,train
O=C(Nc1ccccn1)c1ccc(Nc2ncnc3ccccc23)cc1,train
c1coc(-c2ncc3cc(CN4CCc5ccccc5C4)sc3n2)c1,train
O=C(COc1ccc(-c2cc3[nH]c(=O)[nH]c(=O)c3[nH]2)cc1)N1CCc2ccccc2C1,train
c1ccc2c(c1)ncn1nc(CN3CCN(c4nccs4)CC3)nc21,train
O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccccc3)nn12,train
O=c1[nH]c2cc(N3CCCNCC3)[nH]c2c(=O)n1Cc1cn2ccccc2n1,train
O=C1C=C(OCc2ccccc2)C(=O)C=C1Nc1ncnc2cc(OCCCN3CCCC3)ccc12,train
O=C(CCCc1ccccc1)NC1(c2cccc(-c3nccs3)c2)CCS(=O)(=O)CC1,train
c1ccc2sc(CN3CCOCC3)cc2c1,val
c1ccc(Nc2ncnc(NCc3ccco3)n2)cc1,test
O=C(CC1CCSS1)Nc1ccc2nccc(Nc3ccccc3)c2c1,train
O=C(Nc1ccc(CN2CCNCC2)cc1)c1ccnc(C#Cc2cncc3ccccc23)c1,train
O=C(c1ccccc1)c1cccn1C/C=C/c1ccccc1,train
O=c1ccc2ccc(OCc3ccc(CNCc4cccnc4)cc3)cc2o1,val
c1ccc2c(c1)CC[C@@H](NCCCCOc1ccc3ccnn3c1)C2,test
O=C1N(c2ccccc2)Cc2cnc(Nc3ccc(N4C[C@H]5CNC[C@H]5C4)cc3)nc2N1[C@H]1CCNC1,val
O=C1Nc2ccccc2C(=O)Nc2ccccc21,train
c1ccc(NCCN2CCN(CCc3c[nH]c4ccccc34)CC2)cc1,train
c1cc2c(cc1Cc1cc([C@H]3CCCCO3)cc3c1OCC3)OCCO2,train
O=C(NCc1ccccc1)c1cccc(C(=O)Nc2ccc(-c3nnco3)cc2)c1,val
O=c1c2ccccc2oc2ccc(OCCCCCN3CCCCCC3)cc12,train
O=c1c2cnn(-c3ccccc3)c2ncn1-c1ncccn1,train
c1ccc(-c2[nH]c3ccccc3c2C2CCCNC2)cc1,train
O=C(NCc1cccc(CCCc2ccccc2)c1)c1ccc(N2C3CCCC2CC3)cc1,val
O=C(CCCCCNc1ccc2ccccc2c1)N1CCCC1,train
O=c1ccc2ccc(Oc3cc4ccccc4oc3=O)cc2o1,train
O=C1CCc2cccc(CCN3CCN(c4n[sH+]c5ccccc45)CC3)c2N1,val
O=C(C1CCNC1)N1CCOCC1,train
O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(-n2cc(-c3cnc(NCc4ccccc4)nc3)nn2)c1,train
c1ccc(Nc2nccc(Nc3ccc4c(c3)NCCO4)n2)cc1,train
O=C(O[C@H]1CCC(C(=O)N2CC=C(c3ccccc3)C2)NC1)N1CCCC1,test
c1cc(-c2cnc3c(-c4cn[nH]c4)cnn3c2)ccc1OCCN1CCOCC1,test
O=S(=O)(NCCNCCCOc1cccc2ccccc12)c1ccccc1,test
O=C1NCCCN(C(=O)CCCc2ccccc2)C1Cc1ccccc1,train
O=c1cc(-c2cccs2)cc(-c2ccccc2)[nH]1,test
c1ccc(CO/N=C(\c2ccccc2)c2ccc3c(c2)CCCN3CCOc2ccccc2)cc1,val
O=C(Nc1ccccc1)c1cc(-c2ccnn2Cc2ccccc2)c2[nH]cnc2c1,test
O=C(Nc1ccccc1)c1cccc(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1,test
O=C(Nc1ccccc1)c1ccc(-c2ccc(-c3ncon3)cc2)cc1,train
c1ccc2[nH]c(-c3nc(C4CCCCC4)n4ncncc34)cc2c1,val
O=C(NCCN1CCOCC1)c1cc2c(Nc3ccc(OCc4ccccn4)cc3)nncc2[nH]1,val
O=C1c2ccccc2CCC12CCN(Cc1ccccc1)CC2,val
c1ccc(COc2nccc(N3CCC4(CC3)C[C@@H]4c3nc4ccccc4n3Cc3cnc[nH]3)n2)cc1,val
O=C1CC(c2ccccc2)Oc2cc(OCCCN3CCC(c4noc5ccccc45)CC3)ccc21,train
c1ccc(-c2cc(-c3ccccc3)c3[nH]cnc3n2)cc1,val
O=C1C(=O)C2/C(=C\N3CCC(N4CCCCC4)CC3)C(=O)OCC2C2=C1[C@@H]1CCCC1CC2,val
c1cc2c(ncn3nc(CCN4CC(C5CC5)C4)nc23)c2c1OCO2,val
c1cc(CNc2ccc(C3CC3)nc2)cc(-c2cscn2)c1,train
O=C1/C(=C/c2ccc3ccccc3c2)Oc2cc(OCCCCCCCNCc3ccccc3)ccc21,test
c1ccc2c(c1)CNCC2c1ccc2[nH]ncc2c1,train
O=C1/C(=C\c2ccccc2-c2ccc3ncccc3c2)Cc2ccccc21,train
c1ccc(N2CCN(CCCNCCCOc3cccc4c3-c3cccc5c3C(C4)NCC5)CC2)cc1,val
c1ccc(CCCNCCc2ccccc2)cc1,train
c1ccc(-c2cccc(COc3cccnn3)c2)cc1,test
O=C(OCCc1ccccc1)C1CNCC=C1c1ccccc1,train
c1ccc(Oc2ccc3nc4c(cc3c2)CCCCC4)cc1,train
O=C(NCCN1CCN(c2ccccc2)CC1)Oc1cccc(-c2ccc[nH]2)c1,val
O=C(Nc1cccc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)n1)Nc1cccc2c1C1CCCCN1C2=O,train
O=C(CCc1ccc(-c2ccc3nccn3c2)cc1)N1CCCC1,val
O=C(NCC1CCCCC1)N1CCCC1,test
c1csc(-c2nccc(N3CCCC3)n2)c1,train
c1cc2scc(-c3ccc4c(c3)OCO4)c2cn1,test
c1ccc2c(c1)CC[C@@H]2Oc1ccc(Nc2ccnc3ccccc23)cc1,test
c1ccc2c(c1)CC[C@H]2Oc1ccc(Nc2ccnc3ccccc23)cc1,test
c1ccc(CCCN2CCC[C@@H](c3ccccc3)C2)cc1,train
O=C(NC(Cc1cccnc1)C(=O)CCC(=O)N1CCCC1C(=O)OCc1ccccc1)c1ccccc1,test
O=C(/C=C/c1ccccc1)NCCCCNC1Cc2ccccc2C1,test
c1ccc(N2CCN(CCCCCc3cc4ccccn4n3)CC2)cc1,test
c1ccc2c(c1)CNCC2c1ccc2ccccc2c1,train
O=C(NCCCCN1CCN(c2ncccn2)CC1)c1[nH]nc2ccccc12,val
O=C(NCc1ccccc1)c1ccc2c(c1)[nH]c(=O)n2Cc1ccccc1,train
O=C(Nc1cccc(-c2cc(N3CC4(COC4)C3)nc(N3CCOCC3)n2)c1)c1ccccc1,test
O=C1N[C@@H](c2ccc(OC3CCCCC3)cc2)Cc2ccccc21,val
c1ncc2c(-c3ccc4ocnc4c3)nn(CC3OCCO3)c2n1,val
c1ccc(Cc2cc3c(c([C@H]4CCCCO4)c2)CCCC3)cc1,train
C=c1cc[nH]c1=Cc1c[nH]c2ccc(-c3cccnc3)cc12,test
c1ccc(Nc2ncc(C3CC3)c(Nc3ccccc3)n2)cc1,train
O=C(Nc1ccccc1)c1cc(-c2ccn[nH]2)c2[nH]cnc2c1,train
c1ccc(OCCc2ccc(OCCc3coc(-c4ccccc4)n3)cc2)cc1,train
O=c1[nH]c(=O)c2c(nc3n2CCCN3c2ccccc2)[nH]1,test
O=C1Nc2cc(CNC3CCOCC3)ccc2Nc2nccc(Nc3ccccc3)c21,train
C(=N\C1CCN(Cc2ccccc2)C1)\c1ccccc1,train
c1ccc(Nc2ncnc3cc(OCC4CCOC4)c(OC4CCNCC4)cc23)cc1,test
O=C1NCCc2ccc(OCCCN3CCN(c4ccccc4)CC3)cc21,train
O=C(NCCCCCc1coc(-c2ccccc2)n1)Oc1ccccc1,test
C(=C/c1sc2ccccc2[n+]1CCCOCc1ccccc1)\c1ccccc1,test
c1ccc([C@@H](Oc2cccc3c2OCC3)[C@H]2CNCCO2)cc1,test
c1ccc(-c2ccc(-c3nc(CCOc4ccc5c(c4)CCC5)cs3)cc2)cc1,val
O=C(C1CC[C@H](c2ccccc2)N1)N1CCCC1,val
O=C(Nc1cncc(-c2cc(N3CCOCC3)c(OC3CCOCC3)nn2)c1)c1ccccn1,train
O=C1C2CC=CC[C@@H]2C(c2ccccc2)=NN1CCCCCNCCC1CCC(CCc2ccccc2)O1,train
c1cc(Cc2ccc3ncnn3c2)cc([C@H]2CCCCO2)c1,test
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4COCC5)CC3)cc21,train
c1ccc(CN2CCC(n3cccc3-c3cnco3)CC2)cc1,test
O=c1nc(-c2ccccc2)c2ccccc2[nH]1,train
c1ccc(N(CC2CC2)c2ccc3ncc(-c4cnn(CCC5CCNCC5)c4)nc3c2)cc1,test
c1ccc2nc(Nc3nc(-n4cccn4)nc4c3ncn4[C@H]3CCCO3)ncc2c1,train
c1cc2cc(CCN3CCN(c4cncc5sccc45)CC3)ccc2[nH]1,val
O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1nc2ccccc2s1,test
O=C(Nc1ccc2ncnc(Nc3ccccc3)c2c1)C1CCCN1,train
c1ccc(Oc2ccc(-c3cc4n(n3)CCCN4)cc2)cc1,test
c1ccc(Oc2ccc(-n3cc(C4CCN(CCCCc5c[nH]c6ccccc56)CC4)nc3C3CCCCC3)cc2)cc1,train
c1ccc(CN2CCCCC2COc2cccc(CC3CC3)c2)cc1,val
O=c1[nH]cc(-c2cccc(OCCCOc3ccc(OC4CCCC4)cc3)c2)s1,test
c1cc(C2CC2)ccc1Cc1cc2c(c([C@H]3CCCCO3)c1)CCCO2,test
O=C(NCCN1CCCCC1)c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@H]3CCCO3)c2n1,train
O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)Oc1ccc2[nH]ccc2c1,train
c1ccc(N2CCN(CCCN3CCCc4ncsc4C3)CC2)cc1,train
c1ccc(C2CC2Nc2ncnc3ccc(OCCN4CCOCC4)cc23)cc1,test
c1ccc(OCCCCCNc2cc3ncc(-c4ccccc4)cc3cn2)cc1,train
O=C(Nc1ccccc1)c1cnc(N2CCCC2)c(-c2ccc[nH]2)c1,train
O=C(Nc1cc2c(Nc3ccccc3)ncnc2cc1O[C@H]1CCOC1)N1CCC1,val
O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(C(=O)N4CCCC4)sc23)cc1,test
O=C1C=C(c2ccccc2)C(=O)C=C1c1ccccc1,val
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc(N2CCN(CCCc3c[nH]c4ccccc34)CC2)cc1,test
c1ccc(CCn2cc3c(ncn4nc(-c5ccco5)nc34)n2)cc1,train
O=c1[nH]c(=O)c2c(nc3n(-c4ccccc4)c(-c4ccccc4)cn23)[nH]1,test
c1cnc2cc(Nc3ncc(CN4CCNCC4)cc3-c3ncncn3)ccc2c1,test
c1ccc(Nc2nccc(Oc3ccc4[nH]ccc4c3)n2)cc1,train
c1ccc([C@@]2(CCOC3CCC3)[C@@H]3CNC[C@@H]32)cc1,train
O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(N2CCS(=O)(=O)CC2)cc1,val
c1ccc(CCNCCc2ccc(-c3ccccn3)cc2)cc1,test
O=C(c1ccccc1)C1CCN(CCCOc2cccc3[nH]c4ccccc4c23)CC1,train
c1cc2c(cc1CN1CCOCC1)OCO2,val
O=C(/C=C/c1cn[nH]c1)NC1CCC(CCN2CCc3ncsc3CC2)CC1,test
O=C1CSc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,test
O=C1CNC(=O)N1c1cccc(CCCCOCCCCCCNCCc2ccccc2)c1,test
O=C(Nc1ccccc1)Nc1ccc(Nc2nnc(Cc3ccccc3)c3ccccc23)cc1,train
O=C(N=C1CCN(c2ccccc2)N1)c1cncnc1,train
O=C1COC=C1c1ccccc1,val
c1cc2c(cc1OCCc1coc(C3CCCC3)n1)CCC2,test
c1ccc(Nc2ncnc3cnc(N4CCCCC4)nc23)cc1,train
c1ccc2c([C@]34CCCC[C@H]3CNC4)cccc2c1,test
c1ccc2c([C@@]34CCCC[C@@H]3CNC4)cccc2c1,train
O=C(N[C@H]1CC[C@H](CCN2CCN(c3ccccc3)CC2)CC1)C12CC3CC(CC(C3)C1)C2,train
c1ccc(-c2cnc3cc(-c4cnn(C5CCCNC5)c4)ccn23)cc1,train
c1ccc(Cc2c[nH]c3ccc([C@H]4CCCCO4)cc23)cc1,train
O=C(CNCCCc1ccccc1)N1CCN(Cc2ccccc2)C1=O,val
c1cc(N2CCN(CCN[C@H]3CCc4ncsc4C3)CC2)c2cccnc2c1,train
c1ncon1,train
O=C(CCCc1ccccc1)N1CCC[C@H]1CNc1cccnc1,train
c1ccc(Cn2cc3nc(-c4ccccc4)ncc3n2)cc1,test
O=c1c(CCN2CCC(=C(c3ccccc3)c3ccccc3)CC2)cnc2sccn12,val
c1cc(N2CCN(CCCCc3ccc4[nH]ccc4c3)CC2)c2ccsc2c1,test
O=c1[nH]c(=O)c2[nH]c(N3CCNCC3)nc2[nH]1,train
c1ccc(Nc2ccnc3ccc(NC(c4cccnc4)c4ccccn4)cc23)cc1,test
O=C(OCCN(CCCc1ccccc1)Cc1ccccc1)c1ccccc1,test
c1cc(Cc2ccc3c(c2)OCCCO3)cc([C@H]2CCCCO2)c1,train
c1cc[n+](CCCCCCCCC[n+]2ccc3ccccc3c2)cc1,val
c1cnc(Sc2ccc(Nc3ccnc4ccccc34)cc2)nc1,train
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc2c(c1)-c1ccccc1-2,train
c1ccc2[nH]c(N3CCCCC3)nc2c1,train
O=C1c2cn[nH]c2CCCN1CCN1CCC(c2noc3ccccc23)CC1,val
O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)nc3c2C(=O)NCCO3)cc1)NC1CC1,val
c1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCCC3)ns2)n1,train
O=C(Nc1ccccc1)c1cc(-c2ccnnc2)c2c(c1)nc1n2CCCO1,val
O=C(Nc1ccc(Oc2ncnc3cc(OCCCN4CCCC4)ccc23)cc1)Nc1ccn[nH]1,test
O=C1N(CCN2CCCC2)CCN1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,train
c1ccc(C2CNCc3cc(OCCCN4CCN(c5ccccc5)CC4)ccc32)cc1,train
c1ccc(Cc2cccc3ccccc23)cc1,train
c1ccc(OCCN2CCCc3cc(/C(=N/OCC4CC4)c4ccccc4)ccc32)cc1,train
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,val
c1coc(-c2ncnc3c2Cc2ccccc2-3)c1,train
c1ccc(C23CCN(CC2)Cc2cc(-c4ccc5ncnn5c4)ccc23)cc1,train
O=C(CCN1CCCCC1)Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3cn2)cc1,train
C1=NNC2SC(COc3ccc4c(Nc5ccccc5)ncnc4c3)=CC12,train
O=C(N[C@@H]1CNC(C(=O)N2CCSC2)C1)c1ccccc1,train
O=C1Nc2cc(CNCCn3ccnn3)ccc2Nc2nccc(Nc3ccccc3)c21,test
c1cc(Cc2ccc3c(c2)OCCO3)cc([C@]23CCCC(CO2)O3)c1,train
O=C(Nc1ccc2c(c1)OCO2)c1ccccc1Cn1ccc2ncnc-2c1,test
c1ccc(C2=NNC(c3ccc(-c4ccccc4)cc3)C2)cc1,train
O=C(Nc1ccc(Oc2ccnc3cc(-c4c[nH]cn4)sc23)cc1)c1cnn(-c2ccccc2)c1,val
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CNCCC2,train
c1cncc(-c2csc3ccc(COc4ccc(CCc5nn[nH]n5)cc4)cc23)c1,train
c1ccc(Nc2[nH]cnc3cc4ncc(CN5CCOCC5)c4cc23)cc1,val
c1ccc2c(-n3cnc(Nc4ccc(OCCN5CCCC5)cc4)n3)ncnc2c1,train
O=C(CNC(=O)Nc1cccc(CCCCOCCCCCCNCCc2ccccc2)c1)NC1CCCC1,train
c1ccc(O[C@@H]2CCC[C@H]2Nc2ncnc3c2ncn3[C@H]2CCCO2)cc1,train
O=C(Nc1nc2cc(CN3CCOCC3)ccc2n1C1CCCCC1)c1ccnc(-c2cn[nH]c2)c1,train
O=C(Nc1cccc(-c2cc(C3CCOCC3)nc(N3CCOC3=O)c2)c1)c1ccncc1,val
O=C1Nc2cc(CNCCOCC3CCCO3)ccc2Nc2nccc(Nc3ccccc3)c21,val
c1ccc(Oc2ccc(CCCCN3CCSCC3)cc2)cc1,test
C(#Cc1cncnc1N1CCn2cnnc2C1)c1cccnc1,val
O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4nncs4)sc23)cc1,train
c1cc2c(ncn3nc(CN4CCCC4)nc23)c2c1OCO2,train
O=c1[nH]c2ccccc2cc1-c1nc2cc(CN3CCNCC3)ccc2[nH]1,train
c1ccc(OCCNCCCc2c[nH]c3ccccc23)cc1,train
O=C(CSCCCc1ccccc1)N1CCCC1,test
O=C1N=c2ccccc2=C1c1[nH]c2ccccc2c1NOCCN1CCCC1,test
C(#Cc1cncnc1N1CCN(C2CC2)CC1)c1cccnc1,val
C1=C[C@H]2C[C@@H](C1)CN[C@H]2c1ccccc1,train
O=c1ccnc(N2CCCCC2)n1Cc1cccs1,test
O=C(Nc1ccc(CN2CCNCC2)cc1)Nc1ccc(Oc2ccc3ncccc3c2)cc1,val
C=C1CN2[C@@H]3C[C@]45C[C@H]1C[C@H]2[C@]4(Nc1ccccc15)O3,train
c1ccc(-c2ncc3cc(C4(c5ccccc5)CC4)sc3n2)cc1,train
O=S(=O)(C1CC1)C1(c2cc(N3CCOCC3)nc(-c3ccccc3)n2)CC1,test
c1ccc(COCc2n[nH]c3c2CN(Cc2ccc(COc4ccccc4)cc2)CC3)cc1,train
O=C(NCc1ccccc1)c1ccc(-c2ccccc2)cc1,train
O=C(Nc1ccc(Nc2ncnc3[nH]ncc23)cc1)c1ccco1,val
O=c1[nH]c(=O)c2c(nc3n2CCCN3C2CCC2)[nH]1,train
O=c1[nH]cnc2ccccc12,train
O=C(/C=C/CN1CCOCC1)N1CCOc2cc3ncnc(Nc4ccccc4)c3cc21,train
c1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,train
O=C1CN(CCNC(=O)c2ccc(N=C(c3ccccc3)c3c[nH]c4ccccc34)cc2)CCN1,train
O=C(Nc1cn2cc(-c3ccc4sc(=O)[nH]c4c3)ccc2n1)C1CC1,val
c1ccc(CNc2ncnc3sc(-c4ccccc4)c(-c4ccccc4)c23)cc1,train
O=c1[nH]c(=O)n(Cc2ccccc2)c2nc(Cc3cccs3)[nH]c12,train
C(#CC1CNC1)CN(c1ccccc1)c1ccc2ncc(-c3cn[nH]c3)nc2c1,val
O=C(/C=C/CNC1CCC1)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccn5ncnc5c4)cc3)c21,train
O=C1C=CCCOC(=O)c2ccccc2CCCCC1,train
c1csc(-c2ncc3cc(CN4CCCCC4)sc3n2)n1,test
O=C(Nc1cc2ccc(-c3ccccc3)cc2cn1)C1CC1c1ccccc1,test
O=C(NCCCCN1CCN(c2ccncn2)CC1)N1CCc2c([nH]c3ccccc23)C1,train
O=C(Oc1ccccc1)c1cnc(Nc2ccc(N3CCNCC3)cc2)nc1-c1c[nH]c2ccccc12,train
C1=C([C@@H](Nc2ccc3nccc(Nc4ccccc4)c3c2)c2ccc3c(c2)NCC3)NNN1C1CCNCC1,val
O=C(Nc1ccccc1)Nc1ccc(-c2nn([C@H]3CC[C@H](N4CCNCC4)CC3)c3ncncc23)cc1,val
O=C(Nc1cccc(N2Cc3cnc(Nc4ccccc4)nc3NC2=O)c1)c1ccccc1,val
O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc2ncccc2c1,train
O=C(NC/C=C/CN1CCN(c2ccccc2)CC1)c1ccc(-c2ccncc2)cc1,train
C1=CN=CN(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1,test
c1ccc(-c2cnc3cc(-c4nncs4)ccn23)cc1,train
O=C1C(=Cc2ccccc2)COc2cc(OCCCCCCCNCc3ccccc3)ccc21,test
c1ccc(-c2ncsc2-c2ccnc(Nc3ccc(N4CCC(N5CCNCC5)CC4)cc3)n2)cc1,train
c1ccc2c(-c3ccncn3)c[nH]c2c1,train
O=C(NCCCCN1CCN(c2ccccc2)CC1)C1CCCN1CCC(c1ccccc1)c1ccccc1,train
[CH]=c1cc(-c2ccccc2)c2cc(=C)ccc2n1,val
O=C(COc1ccc(-c2cc3[nH]c(=O)[nH]c(=O)c3[nH]2)cc1)N1CCNCC1,train
C(=C\c1coc2ncncc12)\c1ccccc1,val
C(=C/c1coc2ncncc12)\c1ccccc1,test
O=C(CCc1ccccc1)Nc1nccs1,train
O=C(c1ccc2[nH]ncc2c1)C1CCNC1,train
O=S1(=O)CCN(CCCOc2ccc3c(c2)CNCC3c2ccccc2)CC1,test
O=C1C=C(c2ccccc2)c2ccc(OCCc3ccccc3)cc21,val
c1ccc(-c2cnc3cc(-c4ccsc4)ccn23)cc1,train
c1ccc(Cc2c[nH]c3c(N4CCCc5ccccc54)ncnc23)cc1,train
c1ccc(Nc2ncc3ncsc3n2)cc1,val
O=C(CNCCCc1ccccc1)NCCc1c[nH]c2ccccc12,test
O=C(CC[C@H]1CC[C@H](c2ccncn2)CC1)N1CCCC1,val
O=C(CC[C@H]1CC[C@@H](c2ccncn2)CC1)N1CCCC1,train
O=C(Nc1cccc(C(=O)Nc2ccc(CN3CCNCC3)cc2)c1)c1cnc(NC2CCCC2)nc1,train
c1ccc(COc2ccc3c(Nc4ccccc4)ncnc3c2)cc1,train
O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3)o2)S1,train
c1ccc(-c2ccc(C3CCc4ccc(CC5CC5)cc4O3)cc2)nc1,train
O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cn(Cc2ccccc2)c2ccccc2c1=O,train
c1ccc(Cn2nc(-c3ccc4ocnc4c3)c3cncnc32)nc1,val
[CH]=C1C(=NC(=O)OCCC2CCNCC2)NC2N=CN=C(Nc3ccc4c(cnn4Cc4ccccc4)c3)C12,val
c1ccc(-c2ncn3cnnc3c2-c2ccc3[nH]ncc3c2)cc1,train
O=C(Nc1cccc(Nc2ccc3c(C=Cc4ccccn4)[nH]nc3c2)c1)c1ccn[nH]1,train
O=c1ccc2cnc3ccc(-c4ccccc4)cc3c2n1-c1ccc2c(c1)NCC2,train
O=C1c2c(-c3ccccc3)ccnc2CN1C[C@@H]1CCCN1S(=O)(=O)C1CC1,train
c1ccc(Nc2nc3c(N4CCCCC4)ncnc3s2)cc1,train
O=c1cc(Cn2c(=O)[nH]c3nc(N4CCCCC4)[nH]c3c2=O)c2ccccc2[nH]1,test
O=C1Nc2cc(CNCC3CCCN3)ccc2Nc2nccc(Nc3ccccc3)c21,val
c1ccc(CN2CCC(n3nnc4c(N5CCOCC5)nc(-c5ccccc5)nc43)CC2)cc1,train
O=C(Nc1cncc(-c2cc(N3CCOCC3)c3nccn3c2)c1)c1ccccc1,train
O=c1cc[nH]c2nc(-c3ccccc3)c(-c3ccc4[nH]cnc4c3)cc12,val
c1ccc(Oc2ccc(-n3cc(C4CCN(CCCCc5c[nH]c6ccccc56)CC4)nc3C3CCCC3)cc2)cc1,test
O=C(CCNCC(=O)N1CCCC1)N1CCN(c2nc3ccccc3s2)CC1,val
O=C1CCN(c2cnc3ccccc3n2)N1,val
O=c1n(CCCCCCOCCCCc2ccccc2)c2cccc3c2n1CCC3,train
O=C(Nc1ccccc1C(=O)Nc1ccccc1)c1ccc2c(c1)OCO2,test
C1=C(Cc2ccccc2)CCN(CCCc2ccc3ccccc3c2)C1,val
c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,val
c1csc(-c2nnc(SCCCN3CCc4ccc(-c5ncco5)cc4CC3)[nH]2)c1,val
